species,id,number,fl,tl,wt,direction,us_clip,ds_clip,date
Common Shiner,CR5-A23-CS-11,1,93,104,7.7,Downstream,,,2008-08-23
Common Shiner,,1,105,115,11.3,Downstream,,,2008-08-23
Common Shiner,,1,93,103,4.5,Downstream,,,2008-08-23
Creek Chub,,1,115,123,17.4,Downstream,,,2008-08-23
Creek Chub,,1,190,202,81.2,Downstream,,,2008-08-23
Creek Chub,,1,123,134,19.3,Downstream,,,2008-08-23
Creek Chub,,1,162,173,45.3,Downstream,,,2008-08-23
Creek Chub,,1,152,160,33.9,Downstream,,,2008-08-23
Creek Chub,,1,95,103,,Downstream,,,2008-08-23
Creek Chub,,1,110,119,14.5,Downstream,,,2008-08-23
Creek Chub,,1,100,107,10,Downstream,,,2008-08-23
Creek Chub,,1,72,79,2.7,Downstream,1,,2008-08-23
Creek Chub,,1,100,108,9.7,Downstream,,,2008-08-23
Creek Chub,,1,112,122,12.8,Downstream,,,2008-08-23
Creek Chub,,1,88,95,6,Downstream,,,2008-08-23
Golden Shiner,,1,125,136,19.7,Downstream,1,,2008-08-23
Golden Shiner,,1,133,145,28.9,Downstream,,,2008-08-23
Golden Shiner,,1,106,110,7.7,Downstream,,,2008-08-23
Golden Shiner,,1,105,117,15,Downstream,,,2008-08-23
Pumpkinseed,,11,85,90,134.7,Downstream,,,2008-08-23
Pumpkinseed,,bulk,95,100,196.1,Downstream,,,2008-08-23
Pumpkinseed,,bulk,88,94,155.5,Downstream,,,2008-08-23
Pumpkinseed,,1,100,106,14.3,Downstream,,,2008-08-23
Pumpkinseed,,1,96,101,12.4,Downstream,,,2008-08-23
Pumpkinseed,,bulk,100,106,231.7,Downstream,,,2008-08-23
Pumpkinseed,,1,94,99,15,Downstream,,,2008-08-23
Pumpkinseed,,1,85,90,9.6,Downstream,,,2008-08-23
Smallmouth bass,CR5-A23-SMB-9,1,173,183,84,Downstream,,,2008-08-23
Smallmouth bass,,1,148,155,43.5,Downstream,,,2008-08-23
Smallmouth bass,,1,111,118,19,Downstream,,,2008-08-23
Smallmouth bass,,1,115,120,18.9,Downstream,,,2008-08-23
Smallmouth bass,,1,105,110,17.9,Downstream,,,2008-08-23
Yellow Perch,,1,91,96,10.9,Downstream,,,2008-08-23
Yellow Perch,,1,85,90,5.4,Downstream,,,2008-08-23
Yellow Perch,,1,78,82,3.9,Downstream,,,2008-08-23
Yellow Perch,,1,55,58,2.4,Downstream,,,2008-08-23
Yellow Perch,,bulk,55,59,28.8,Downstream,,,2008-08-23
Yellow Perch,,bulk,55,58,36.5,Downstream,,,2008-08-23
Yellow Perch,,bulk,62,68,33.1,Downstream,,,2008-08-23
Yellow Perch,,5,145,151,155.6,Downstream,,,2008-08-23
Yellow Perch,,7,106,111,70.9,Downstream,,,2008-08-23
Yellow Perch,,1,93,97,7.5,Downstream,,,2008-08-23
Common Shiner,,1,150,164,39.7,Upstream,,,2008-08-23
Common Shiner,,1,97,107,10.8,Upstream,,,2008-08-23
Common Shiner,,1,110,120,15.4,Upstream,,,2008-08-23
Common Shiner,,1,95,106,8.2,Upstream,,,2008-08-23
Common Shiner,,1,121,132,22.8,Upstream,,,2008-08-23
Common Shiner,,1,100,109,9.7,Upstream,,,2008-08-23
Common Shiner,,1,135,149,31.4,Upstream,,,2008-08-23
Common Shiner,,1,107,119,15.2,Upstream,,,2008-08-23
Common Shiner,,1,93,102,10.9,Upstream,,,2008-08-23
Common Shiner,,1,136,152,28.6,Upstream,,,2008-08-23
Creek Chub,,1,88,95,7.1,Upstream,,,2008-08-23
Creek Chub,,1,110,116,15.3,Upstream,1,,2008-08-23
Creek Chub,,1,78,86,4.7,Upstream,,,2008-08-23
Creek Chub,,1,75,81,4.7,Upstream,,,2008-08-23
Golden Shiner,,1,110,122,14.7,Upstream,,,2008-08-23
Pumpkinseed,,1,53,57,2.5,Upstream,,,2008-08-23
Pumpkinseed,,1,53,56,2.1,Upstream,,,2008-08-23
Pumpkinseed,,6,90,96,90.9,Upstream,,,2008-08-23
Pumpkinseed,,1,101,106,22.4,Upstream,,,2008-08-23
Pumpkinseed,,1,66,70,3.4,Upstream,,,2008-08-23
Pumpkinseed,,1,100,105,18.1,Upstream,,,2008-08-23
Pumpkinseed,,1,94,97,12.5,Upstream,,,2008-08-23
Pumpkinseed,,1,55,59,2.3,Upstream,,,2008-08-23
Smallmouth bass,,1,116,122,18.9,Upstream,,,2008-08-23
Smallmouth bass,,1,117,124,21.1,Upstream,,,2008-08-23
Smallmouth bass,,1,107,113,13.3,Upstream,,,2008-08-23
Smallmouth bass,,1,108,114,17.9,Upstream,,,2008-08-23
Smallmouth bass,,1,92,95,8.7,Upstream,,,2008-08-23
Smallmouth bass,,1,94,99,9.7,Upstream,,,2008-08-23
Smallmouth bass,,1,96,102,10.5,Upstream,,,2008-08-23
Smallmouth bass,,1,97,102,11.4,Upstream,,,2008-08-23
Smallmouth bass,,1,91,96,9,Upstream,,,2008-08-23
Smallmouth bass,,1,115,122,21.8,Upstream,,,2008-08-23
Smallmouth bass,,1,120,126,21.8,Upstream,,,2008-08-23
Smallmouth bass,,1,108,113,16.1,Upstream,,,2008-08-23
Smallmouth bass,,1,114,121,17.9,Upstream,,,2008-08-23
Yellow Perch,,1,130,136,23,Upstream,,,2008-08-23
Yellow Perch,,1,95,100,11.4,Upstream,,,2008-08-23
Yellow Perch,,1,83,88,5.3,Upstream,,,2008-08-23
Yellow Perch,,1,86,90,6.1,Upstream,,,2008-08-23
Yellow Perch,,1,84,89,5.9,Upstream,,,2008-08-23
Yellow Perch,,1,58,62,2.8,Upstream,,,2008-08-23
Yellow Perch,,1,53,57,1.3,Upstream,,,2008-08-23
Brassy Minnow,,1,82,89,6.1,Downstream,,,2015-05-23
Brassy Minnow,,1,70,76,5.1,Downstream,,,2015-05-23
Brook Trout,,1,140,147,22.6,Downstream,,,2015-05-23
Brook Trout,,1,118,122,18.6,Downstream,,,2015-05-23
Brook Trout,,1,94,97,8.1,Downstream,,,2015-05-23
Brook Trout,,1,124,130,17,Downstream,,,2015-05-23
Brown Bullhead,,1,,103,8.2,Downstream,,,2015-05-23
Common Shiner,,4,115,127,70.9,Downstream,,,2015-05-23
Common Shiner,,3,150,165,131.4,Downstream,,,2015-05-23
Common Shiner,,16,91,101,116.6,Downstream,,,2015-05-23
Common Shiner,,1,90,100,9.4,Downstream,,,2015-05-23
Common Shiner,,1,100,110,9.7,Downstream,,,2015-05-23
Common Shiner,,1,101,111,12.7,Downstream,,,2015-05-23
Common Shiner,,1,93,104,9,Downstream,,,2015-05-23
Common Shiner,,1,73,81,5.8,Downstream,,,2015-05-23
Common Shiner,,1,117,126,15.7,Downstream,,,2015-05-23
Common Shiner,,3,68,75,10.5,Downstream,,,2015-05-23
Common Shiner,,7,125,137,227.9,Downstream,,,2015-05-23
Common Shiner,,2,127,140,79.2,Downstream,,,2015-05-23
Common Shiner,,15,107,118,135.1,Downstream,,,2015-05-23
Common Shiner,,3,97,108,19.1,Downstream,,,2015-05-23
Common Shiner,,1,85,94,6.5,Downstream,,,2015-05-23
Common Shiner,,1,66,73,2.7,Downstream,,,2015-05-23
Common Shiner,,1,90,100,8.6,Downstream,,,2015-05-23
Creek Chub,,1,183,194,71.3,Downstream,,,2015-05-23
Creek Chub,,1,85,91,5.7,Downstream,,,2015-05-23
Creek Chub,,3,140,147,127.6,Downstream,,,2015-05-23
Creek Chub,,4,121,130,82.5,Downstream,,,2015-05-23
Creek Chub,,2,90,96,19.5,Downstream,,,2015-05-23
Creek Chub,,1,65,70,2.6,Downstream,,,2015-05-23
Creek Chub,,2,90,94,12.7,Downstream,,,2015-05-23
Creek Chub,,1,83,88,4.2,Downstream,,,2015-05-23
Creek Chub,,3,65,70,5.8,Downstream,,,2015-05-23
Creek Chub,,1,160,171,44.2,Downstream,,,2015-05-23
Creek Chub,,1,114,123,17.2,Downstream,,,2015-05-23
Creek Chub,,2,135,146,89.5,Downstream,,,2015-05-23
Creek Chub,,1,147,157,44.6,Downstream,,,2015-05-23
Creek Chub,,2,130,137,48.9,Downstream,,,2015-05-23
Creek Chub,,1,208,216,100.9,Downstream,,,2015-05-23
Creek Chub,,7,141,150,257.5,Downstream,,,2015-05-23
Creek Chub,,,129,136,122.3,Downstream,,1,2015-05-23
Creek Chub,,1,117,124,15.2,Downstream,,,2015-05-23
Creek Chub,,3,87,94,27.5,Downstream,,,2015-05-23
Creek Chub,,2,121,129,31.4,Downstream,,,2015-05-23
Creek Chub,,1,148,155,32.2,Downstream,,,2015-05-23
Creek Chub,,1,78,86,3.4,Downstream,,,2015-05-23
Creek Chub,,2,50,55,2.3,Downstream,,,2015-05-23
Creek Chub,,1,131,140,27.2,Downstream,,1,2015-05-23
Creek Chub,,1,163,171,48.3,Downstream,,,2015-05-23
Creek Chub,,1,165,175,61.2,Downstream,,1,2015-05-23
Creek Chub,,1,155,165,49.5,Downstream,,,2015-05-23
Creek Chub,,1,172,182,64,Downstream,,,2015-05-23
Creek Chub,,1,130,138,24.8,Downstream,,,2015-05-23
Creek Chub,,1,114,122,18.3,Downstream,,,2015-05-23
Creek Chub,,1,120,129,22,Downstream,,1,2015-05-23
Creek Chub,,1,138,146,25.5,Downstream,,,2015-05-23
Finescale Dace,,1,74,80,3.1,Downstream,,,2015-05-23
Finescale Dace,,1,73,78,5.3,Downstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-9,1,106,117,12.8,Downstream,,,2015-05-23
Golden Shiner,,4,101,112,38.8,Downstream,1,,2015-05-23
Golden Shiner,,1,85,94,4.7,Downstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-10,1,79,88,6.3,Downstream,,,2015-05-23
Golden Shiner,,2,85,95,15.9,Downstream,,,2015-05-23
Golden Shiner,,4,81,89,22.7,Downstream,,,2015-05-23
Golden Shiner,,1,145,153,29.4,Downstream,,,2015-05-23
Golden Shiner,,6,88,97,49.1,Downstream,,,2015-05-23
Golden Shiner,,7,78,85,73.2,Downstream,,,2015-05-23
Golden Shiner,,1,114,125,19.4,Downstream,,,2015-05-23
Longnose Dace,,1,75,81,6.1,Downstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-08,1,92,98,8.3,Downstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-09,1,104,110,10.8,Downstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-10,1,98,103,9.3,Downstream,,,2015-05-23
Northern Pearl Dace,,1,103,110,8.2,Downstream,,,2015-05-23
Northern Pearl Dace,,1,100,108,9.2,Downstream,,,2015-05-23
Northern Pearl Dace,,1,83,88,6.8,Downstream,,,2015-05-23
Northern Pearl Dace,,1,120,126,14.1,Downstream,,,2015-05-23
Northern Pearl Dace,,1,107,115,13.6,Downstream,,,2015-05-23
Northern Pearl Dace,,1,88,94,4.9,Downstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-6,1,60,65,1.7,Downstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-7,1,60,64,1.9,Downstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-8,1,65,70,2.8,Downstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-9,1,59,62,1.5,Downstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-10,1,61,70,1.5,Downstream,,,2015-05-23
Northern Redbelly Dace,,1,57,61,1.9,Downstream,,,2015-05-23
White Sucker,,1,205,221,80.1,Downstream,,,2015-05-23
White Sucker,,1,238,258,161.5,Downstream,,,2015-05-23
White Sucker,,1,231,250,138.5,Downstream,,,2015-05-23
White Sucker,,1,150,161,35.4,Downstream,,,2015-05-23
White Sucker,,1,215,230,103.5,Downstream,,,2015-05-23
White Sucker,,1,161,171,42.1,Downstream,,,2015-05-23
White Sucker,,1,171,187,60.9,Downstream,,,2015-05-23
White Sucker,,1,88,93,6.8,Downstream,,,2015-05-23
White Sucker,,17,,,,Downstream,,,2015-05-23
White Sucker,,1,238,256,151.9,Downstream,,,2015-05-23
Yellow Perch,,,72,76,280.8,Downstream,,,2015-05-23
Yellow Perch,,,75,79,320,Downstream,,,2015-05-23
Yellow Perch,,,71,75,153.4,Downstream,,,2015-05-23
Yellow Perch,,,69,73,61.9,Downstream,,,2015-05-23
Yellow Perch,,,70,73,26.2,Downstream,,,2015-05-23
Yellow Perch,,1,73,78,4.6,Downstream,,,2015-05-23
Yellow Perch,,,72,77,215.7,Downstream,,,2015-05-23
Yellow Perch,,,83,86,220.8,Downstream,,,2015-05-23
Yellow Perch,,,73,76,78.3,Downstream,,,2015-05-23
Yellow Perch,,,71,74,35.7,Downstream,,,2015-05-23
Yellow Perch,,,66,70,18.2,Downstream,,,2015-05-23
Yellow Perch,,4,67,70,10,Downstream,,,2015-05-23
Yellow Perch,,,75,79,141.2,Downstream,,,2015-05-23
Yellow Perch,,,68,73,70.9,Downstream,,,2015-05-23
Yellow Perch,,,70,74,20.7,Downstream,,,2015-05-23
Yellow Perch,,,67,71,8.5,Downstream,,,2015-05-23
Yellow Perch,,1,137,142,25.4,Downstream,,,2015-05-23
Yellow Perch,,1,70,75,4.3,Downstream,,,2015-05-23
Yellow Perch,,,70,73,25.7,Downstream,,,2015-05-23
Yellow Perch,,2,70,74,8.7,Downstream,,,2015-05-23
Brook Trout,,1,126,132,21,Upstream,,,2015-05-23
Brook Trout,,1,170,181,53.5,Upstream,,,2015-05-23
Brook Trout,,1,130,137,23.3,Upstream,,,2015-05-23
Brook Trout,,1,132,140,26.8,Upstream,,,2015-05-23
Brook Trout,,1,122,127,12.2,Upstream,,,2015-05-23
Brook Trout,,1,138,144,26.3,Upstream,,,2015-05-23
Brook Trout,,1,115,120,14.2,Upstream,,,2015-05-23
Brook Trout,,1,104,110,12.9,Upstream,,,2015-05-23
Brook Trout,,1,87,91,6.4,Upstream,,,2015-05-23
Brown Bullhead,,1,157,160,55.4,Upstream,,,2015-05-23
Brown Bullhead,,1,105,106,12.4,Upstream,,,2015-05-23
Brown Bullhead,,1,180,180,85.6,Upstream,,,2015-05-23
Brown Bullhead,,1,,110,17.1,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-5,1,,,,Upstream,,,2015-05-23
Common Shiner,,1,112,124,16.6,Upstream,,,2015-05-23
Common Shiner,,1,80,89,5.7,Upstream,,,2015-05-23
Common Shiner,,1,140,154,33.5,Upstream,,,2015-05-23
Common Shiner,,1,82,90,6,Upstream,,,2015-05-23
Common Shiner,,1,95,104,9.3,Upstream,,,2015-05-23
Common Shiner,,1,92,103,10.9,Upstream,,,2015-05-23
Common Shiner,,1,105,113,12.8,Upstream,,,2015-05-23
Common Shiner,,1,95,105,11.5,Upstream,,,2015-05-23
Common Shiner,,1,68,75,3.4,Upstream,1,,2015-05-23
Common Shiner,,1,84,94,6.3,Upstream,,,2015-05-23
Common Shiner,,1,72,80,3.8,Upstream,,,2015-05-23
Common Shiner,,1,93,102,8.3,Upstream,,,2015-05-23
Common Shiner,,1,91,103,8.6,Upstream,,,2015-05-23
Common Shiner,,1,101,112,11.3,Upstream,,1,2015-05-23
Common Shiner,,1,109,118,13.9,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-1,1,99,100,9,Upstream,1,,2015-05-23
Common Shiner,,1,105,115,14.8,Upstream,,,2015-05-23
Common Shiner,,1,120,133,18.1,Upstream,,,2015-05-23
Common Shiner,,1,110,120,16.9,Upstream,,,2015-05-23
Common Shiner,,1,76,85,4.5,Upstream,,,2015-05-23
Common Shiner,,1,90,101,8.2,Upstream,,,2015-05-23
Common Shiner,,1,73,81,4,Upstream,,,2015-05-23
Common Shiner,,1,160,177,47.8,Upstream,,,2015-05-23
Common Shiner,,1,105,116,14.2,Upstream,,,2015-05-23
Common Shiner,,1,130,141,22.4,Upstream,,,2015-05-23
Common Shiner,,1,115,127,18.3,Upstream,,,2015-05-23
Common Shiner,,1,117,126,16.6,Upstream,,,2015-05-23
Common Shiner,,1,130,141,25.7,Upstream,,,2015-05-23
Common Shiner,,1,85,94,6.1,Upstream,,,2015-05-23
Common Shiner,,1,,,,Upstream,,,2015-05-23
Common Shiner,,1,106,117,16.2,Upstream,,,2015-05-23
Common Shiner,,1,84,94,8.2,Upstream,,,2015-05-23
Common Shiner,,1,90,100,9.3,Upstream,,,2015-05-23
Common Shiner,,1,82,90,7.4,Upstream,,,2015-05-23
Common Shiner,,1,77,85,4.2,Upstream,,,2015-05-23
Common Shiner,,1,83,93,7.6,Upstream,,,2015-05-23
Common Shiner,,1,96,106,9.5,Upstream,,,2015-05-23
Common Shiner,,1,91,100,6,Upstream,,,2015-05-23
Common Shiner,,1,82,90,4,Upstream,,,2015-05-23
Common Shiner,,1,75,81,6.1,Upstream,,,2015-05-23
Common Shiner,,1,97,108,9.3,Upstream,,,2015-05-23
Common Shiner,,1,85,95,7.3,Upstream,,,2015-05-23
Common Shiner,,1,90,100,8.8,Upstream,,,2015-05-23
Common Shiner,,1,115,125,14.8,Upstream,,,2015-05-23
Common Shiner,,1,88,98,7.4,Upstream,,,2015-05-23
Common Shiner,,1,88,97,8.2,Upstream,,,2015-05-23
Common Shiner,,1,80,87,5.3,Upstream,,,2015-05-23
Common Shiner,,1,77,85,6.4,Upstream,,,2015-05-23
Common Shiner,,1,74,82,3.8,Upstream,,,2015-05-23
Common Shiner,,1,145,157,39.7,Upstream,,,2015-05-23
Common Shiner,,4,117,128,58.4,Upstream,,,2015-05-23
Common Shiner,,5,101,111,56.2,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-2,11,95,106,93.2,Upstream,1,,2015-05-23
Common Shiner,,3,130,145,76.5,Upstream,,,2015-05-23
Common Shiner,,1,130,145,28.8,Upstream,,,2015-05-23
Common Shiner,,1,70,78,2.8,Upstream,,,2015-05-23
Common Shiner,,1,112,124,17.3,Upstream,,,2015-05-23
Common Shiner,,1,100,104,11.1,Upstream,,,2015-05-23
Common Shiner,,1,109,120,15.1,Upstream,,,2015-05-23
Common Shiner,,1,97,102,9.3,Upstream,,,2015-05-23
Common Shiner,,1,82,91,7.4,Upstream,,,2015-05-23
Common Shiner,,3,83,92,17.7,Upstream,,,2015-05-23
Common Shiner,,7,90,100,70.5,Upstream,,,2015-05-23
Common Shiner,,9,103,114,89.6,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-3,1,74,82,3.3,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-4,1,113,124,17,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-5,1,99,109,12.3,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-6,1,123,135,22,Upstream,,,2015-05-23
Common Shiner,,3,98,107,31.7,Upstream,1,,2015-05-23
Common Shiner,CR5-M23-CS-7,1,137,150,43.9,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-8,1,146,160,37.7,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-9,1,74,81,3.4,Upstream,,,2015-05-23
Common Shiner,CR5-M23-CS-10,1,168,183,67,Upstream,,,2015-05-23
Common Shiner,,2,92,103,18.7,Upstream,,,2015-05-23
Common Shiner,,7,90,100,82,Upstream,,,2015-05-23
Common Shiner,,6,87,95,40.4,Upstream,,,2015-05-23
Common Shiner,,1,107,120,13.4,Upstream,,,2015-05-23
Common Shiner,,1,101,112,12,Upstream,,,2015-05-23
Common Shiner,,1,85,94,7,Upstream,,,2015-05-23
Common Shiner,,2,130,144,70,Upstream,,,2015-05-23
Common Shiner,,1,169,185,67,Upstream,,,2015-05-23
Common Shiner,,1,140,152,36.7,Upstream,1,,2015-05-23
Common Shiner,,6,85,95,49.2,Upstream,,,2015-05-23
Common Shiner,,1,83,94,5.7,Upstream,,,2015-05-23
Common Shiner,,7,125,137,143.9,Upstream,1,1,2015-05-23
Common Shiner,,6,110,120,85.5,Upstream,,,2015-05-23
Common Shiner,,2,120,140,44.4,Upstream,,,2015-05-23
Common Shiner,,5,85,95,29.3,Upstream,,,2015-05-23
Common Shiner,,4,125,127,121.2,Upstream,,,2015-05-23
Common Shiner,,4,134,147,122.6,Upstream,,,2015-05-23
Common Shiner,,2,133,147,70,Upstream,,,2015-05-23
Common Shiner,,1,86,96,6.8,Upstream,,,2015-05-23
Creek Chub,,1,96,103,10,Upstream,,,2015-05-23
Creek Chub,,1,80,85,4.2,Upstream,,,2015-05-23
Creek Chub,,1,105,112,12.7,Upstream,,,2015-05-23
Creek Chub,,1,103,110,11.1,Upstream,,,2015-05-23
Creek Chub,,1,120,127,19.2,Upstream,,,2015-05-23
Creek Chub,,1,122,129,19.5,Upstream,,,2015-05-23
Creek Chub,,1,122,130,22.9,Upstream,,,2015-05-23
Creek Chub,,1,114,122,18.2,Upstream,,,2015-05-23
Creek Chub,,1,152,160,42.7,Upstream,,,2015-05-23
Creek Chub,,1,112,117,14.9,Upstream,,,2015-05-23
Creek Chub,,1,78,84,5.6,Upstream,,,2015-05-23
Creek Chub,,1,114,124,17.2,Upstream,,,2015-05-23
Creek Chub,,1,80,86,5.1,Upstream,,,2015-05-23
Creek Chub,,1,130,137,23.1,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-1,1,130,138,25.2,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-2,1,125,133,24.6,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-3,1,87,94,3.5,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-4,1,143,151,35.9,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-5,1,101,107,10.5,Upstream,,,2015-05-23
Creek Chub,,1,107,113,12.9,Upstream,,,2015-05-23
Creek Chub,,1,122,129,21.4,Upstream,,,2015-05-23
Creek Chub,,1,109,117,14.7,Upstream,,,2015-05-23
Creek Chub,,1,126,134,22.7,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-6,1,125,134,24.7,Upstream,,,2015-05-23
Creek Chub,,1,127,136,24.2,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-7,1,122,130,23.2,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-8,1,86,94,6.4,Upstream,1,,2015-05-23
Creek Chub,CR5-M23-CC-9,1,114,122,17,Upstream,,,2015-05-23
Creek Chub,,1,121,129,19.6,Upstream,,,2015-05-23
Creek Chub,,1,112,120,15.5,Upstream,,,2015-05-23
Creek Chub,,2,80,87,14,Upstream,,,2015-05-23
Creek Chub,,2,104,109,33.6,Upstream,,,2015-05-23
Creek Chub,,1,83,88,4.7,Upstream,,,2015-05-23
Creek Chub,,1,100,107,10,Upstream,,,2015-05-23
Creek Chub,,3,118,125,51.1,Upstream,1,,2015-05-23
Creek Chub,,1,76,83,2.2,Upstream,,,2015-05-23
Creek Chub,,3,83,90,19.5,Upstream,,,2015-05-23
Creek Chub,,5,165,174,313.6,Upstream,,,2015-05-23
Creek Chub,CR5-M23-CC-10,1,190,198,75.5,Upstream,,,2015-05-23
Creek Chub,,3,155,164,140.1,Upstream,,,2015-05-23
Creek Chub,,2,156,165,85.9,Upstream,,,2015-05-23
Creek Chub,,7,131,141,201.5,Upstream,,,2015-05-23
Creek Chub,,3,141,150,88.4,Upstream,,,2015-05-23
Creek Chub,,2,131,140,64.6,Upstream,1,,2015-05-23
Fallfish,,1,150,161,35.3,Upstream,,,2015-05-23
Finescale Dace,,1,73,77,3.6,Upstream,,,2015-05-23
Finescale Dace,,1,60,64,2.1,Upstream,,,2015-05-23
Golden Shiner,,1,95,107,10.8,Upstream,,,2015-05-23
Golden Shiner,,1,91,102,7.8,Upstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-1,1,90,100,8.6,Upstream,,,2015-05-23
Golden Shiner,,1,92,101,7.4,Upstream,,,2015-05-23
Golden Shiner,,1,101,113,10.7,Upstream,,,2015-05-23
Golden Shiner,,1,105,118,13.7,Upstream,,,2015-05-23
Golden Shiner,,1,80,87,5,Upstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-2,1,113,124,18.6,Upstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-3,1,105,116,12.6,Upstream,,1,2015-05-23
Golden Shiner,CR5-M23-GS-4,1,141,155,31.9,Upstream,,,2015-05-23
Golden Shiner,,1,83,92,5.6,Upstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-5,1,120,135,20.9,Upstream,,,2015-05-23
Golden Shiner,,2,108,120,28.5,Upstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-6,1,86,95,5.7,Upstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-7,1,114,120,15.8,Upstream,,,2015-05-23
Golden Shiner,CR5-M23-GS-8,1,103,114,11.8,Upstream,,,2015-05-23
Golden Shiner,,1,88,96,7.4,Upstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-1,1,114,121,12.2,Upstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-2,1,85,90,6.1,Upstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-3,1,92,97,5.9,Upstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-4,1,105,111,10.5,Upstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-5,1,90,96,6.5,Upstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-6,1,114,121,9.9,Upstream,,,2015-05-23
Northern Pearl Dace,CR5-M23-PD-7,1,105,111,9.8,Upstream,,,2015-05-23
Northern Redbelly Dace,,1,58,62,1.5,Upstream,,,2015-05-23
Northern Redbelly Dace,,1,58,62,1.3,Upstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-1,1,58,63,1.5,Upstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-2,1,80,85,5.6,Upstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-3,1,70,75,2.8,Upstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-4,1,58,63,2.5,Upstream,,,2015-05-23
Northern Redbelly Dace,CR5-M23-NRB-5,1,61,66,2.3,Upstream,,,2015-05-23
Pumpkinseed,,1,85,88,9.5,Upstream,,,2015-05-23
Pumpkinseed,,1,82,86,10,Upstream,,,2015-05-23
Pumpkinseed,,1,82,87,7.5,Upstream,,,2015-05-23
Pumpkinseed,,1,96,102,17.9,Upstream,,,2015-05-23
Pumpkinseed,,1,77,81,7.1,Upstream,,,2015-05-23
Pumpkinseed,,1,86,92,10.9,Upstream,,,2015-05-23
Pumpkinseed,,1,106,112,21.4,Upstream,,,2015-05-23
Pumpkinseed,,1,90,96,10.6,Upstream,,,2015-05-23
Pumpkinseed,,1,96,89,12.6,Upstream,,,2015-05-23
Pumpkinseed,,1,75,79,8.1,Upstream,,,2015-05-23
Pumpkinseed,,8,87,91,105.4,Upstream,,,2015-05-23
White Sucker,,1,107,115,13.1,Upstream,,,2015-05-23
White Sucker,,1,212,227,109.6,Upstream,,,2015-05-23
White Sucker,,1,123,131,20.4,Upstream,,,2015-05-23
White Sucker,,1,206,220,101,Upstream,,,2015-05-23
White Sucker,,1,142,150,32.2,Upstream,,,2015-05-23
White Sucker,,1,166,178,50.3,Upstream,,,2015-05-23
White Sucker,,1,155,166,44.6,Upstream,,,2015-05-23
White Sucker,,1,166,178,51.4,Upstream,,,2015-05-23
White Sucker,,1,223,240,141.8,Upstream,,,2015-05-23
White Sucker,,1,126,134,17.1,Upstream,,,2015-05-23
White Sucker,,1,122,130,20,Upstream,,,2015-05-23
White Sucker,,1,162,173,45.5,Upstream,,,2015-05-23
White Sucker,,1,175,186,57.2,Upstream,,,2015-05-23
White Sucker,,1,115,122,17.1,Upstream,,,2015-05-23
Yellow Perch,,1,77,81,3.6,Upstream,,,2015-05-23
Yellow Perch,,1,82,85,5,Upstream,,,2015-05-23
Yellow Perch,,1,88,94,7.3,Upstream,,,2015-05-23
