species,id,number,fl,tl,wt,direction,us_clip,ds_clip,date
Brook Trout,,1,77,81,3.5,Downstream,,,1930-09-23
Brook Trout,,1,75,79,4.7,Downstream,,,1930-09-23
Common Shiner,,1,81,90,5,Downstream,,,1930-09-23
Common Shiner,,1,125,137,20,Downstream,,,1930-09-23
Common Shiner,,1,97,108,9,Downstream,,,1930-09-23
Common Shiner,,1,95,105,7.8,Downstream,,,1930-09-23
Common Shiner,,7,95,105,53.1,Downstream,,,1930-09-23
Common Shiner,,1,87,96,6.6,Downstream,,,1930-09-23
Common Shiner,,1,85,94,6.3,Downstream,,,1930-09-23
Common Shiner,,1,71,79,2.3,Downstream,,,1930-09-23
Common Shiner,,1,75,84,3,Downstream,,,1930-09-23
Common Shiner,,1,90,100,7.6,Downstream,,,1930-09-23
Common Shiner,,1,100,108,9.1,Downstream,,,1930-09-23
Common Shiner,,1,104,115,12.7,Downstream,,,1930-09-23
Common Shiner,,1,115,127,16.1,Downstream,,,1930-09-23
Common Shiner,,4,102,115,34.5,Downstream,,,1930-09-23
Common Shiner,,1,95,105,8.1,Downstream,,,1930-09-23
Common Shiner,,1,73,80,3.6,Downstream,,,1930-09-23
Common Shiner,,1,107,118,12.8,Downstream,,,1930-09-23
Common Shiner,,5,95,105,39.7,Downstream,,,1930-09-23
Common Shiner,,1,97,107,9.6,Downstream,,,1930-09-23
Creek Chub,CR5-023-CC-6,1,91,98,7.3,Downstream,,,1930-09-23
Creek Chub,,1,86,93,6.1,Downstream,,,1930-09-23
Creek Chub,,4,107,115,44.4,Downstream,,,1930-09-23
Creek Chub,,1,122,128,14.6,Downstream,,,1930-09-23
Creek Chub,,1,88,94,6.1,Downstream,,,1930-09-23
Creek Chub,,1,145,152,27.8,Downstream,,,1930-09-23
Creek Chub,,1,80,85,4.7,Downstream,,,1930-09-23
Creek Chub,,1,135,144,23.8,Downstream,,1,1930-09-23
Creek Chub,,1,125,133,29.5,Downstream,,1,1930-09-23
Creek Chub,,1,90,97,6.8,Downstream,,,1930-09-23
Golden Shiner,,1,94,104,8.7,Downstream,,,1930-09-23
Golden Shiner,,1,102,113,12,Downstream,,,1930-09-23
Golden Shiner,,3,94,104,24.5,Downstream,,,1930-09-23
Golden Shiner,,4,115,125,54.1,Downstream,,,1930-09-23
Golden Shiner,,1,87,95,7.6,Downstream,,,1930-09-23
Golden Shiner,,1,100,110,10.9,Downstream,,,1930-09-23
Golden Shiner,,2,89,98,18.1,Downstream,,,1930-09-23
Golden Shiner,,1,115,125,20,Downstream,,,1930-09-23
Golden Shiner,,2,89,97,15.1,Downstream,,,1930-09-23
Golden Shiner,,3,95,105,26.4,Downstream,,,1930-09-23
Golden Shiner,,1,94,104,8.8,Downstream,,,1930-09-23
Golden Shiner,,1,85,95,6.4,Downstream,,,1930-09-23
Golden Shiner,,1,88,96,7.1,Downstream,,,1930-09-23
Golden Shiner,,3,90,100,30,Downstream,,,1930-09-23
Golden Shiner,,1,95,104,8.8,Downstream,,,1930-09-23
Golden Shiner,,1,102,113,11.4,Downstream,,,1930-09-23
Golden Shiner,,1,92,103,8.6,Downstream,,,1930-09-23
Northern Pearl Dace,CR5-023-PD-4,1,110,117,13.3,Downstream,,,1930-09-23
Northern Pearl Dace,CR5-023-PD-5,1,86,92,5.4,Downstream,,,1930-09-23
Northern Pearl Dace,,1,91,98,8,Downstream,,,1930-09-23
Pumpkinseed,,1,67,71,5.7,Downstream,,,1930-09-23
Pumpkinseed,,3,60,63,11.8,Downstream,,,1930-09-23
Pumpkinseed,,1,53,55,2.6,Downstream,,,1930-09-23
Pumpkinseed,,bulk,70,79,63,Downstream,,,1930-09-23
Pumpkinseed,,bulk,105,111,133.9,Downstream,,,1930-09-23
Pumpkinseed,,1,103,108,17.5,Downstream,,,1930-09-23
Pumpkinseed,,8,50,53,29.4,Downstream,,,1930-09-23
Pumpkinseed,,1,82,85,11.7,Downstream,,,1930-09-23
Pumpkinseed,,1,54,57,2.7,Downstream,,,1930-09-23
Pumpkinseed,,1,50,53,2,Downstream,,,1930-09-23
Smallmouth bass,,1,109,114,19.1,Downstream,,,1930-09-23
Smallmouth bass,,1,70,74,4.9,Downstream,,,1930-09-23
Smallmouth bass,CR5-023-SMB-1,1,130,137,33.1,Downstream,,,1930-09-23
Smallmouth bass,,1,82,87,5.9,Downstream,,,1930-09-23
Smallmouth bass,,1,111,117,18.4,Downstream,,,1930-09-23
White Sucker,,1,215,228,113.2,Downstream,,,1930-09-23
White Sucker,,1,200,215,95.6,Downstream,,,1930-09-23
White Sucker,,1,225,240,130.7,Downstream,,,1930-09-23
White Sucker,,1,185,198,62.2,Downstream,,,1930-09-23
White Sucker,,1,146,155,37.5,Downstream,,,1930-09-23
White Sucker,,1,147,156,33.7,Downstream,,,1930-09-23
White Sucker,,1,87,92,6.9,Downstream,,,1930-09-23
White Sucker,,1,222,240,137.9,Downstream,,,1930-09-23
White Sucker,,3,195,208,231.9,Downstream,,,1930-09-23
White Sucker,,1,82,87,5.6,Downstream,,,1930-09-23
Yellow Perch,,10,107,115,130,Downstream,,,1930-09-23
Yellow Perch,,1,125,130,20,Downstream,,,1930-09-23
Yellow Perch,,21,65,68,65.2,Downstream,,,1930-09-23
Yellow Perch,,11,70,74,30.7,Downstream,,,1930-09-23
Yellow Perch,,15,61,65,38.6,Downstream,,,1930-09-23
Yellow Perch,,1,126,134,21.7,Downstream,,,1930-09-23
Yellow Perch,,33,94,97,270,Downstream,,,1930-09-23
Yellow Perch,,bulk,107,113,296.3,Downstream,,,1930-09-23
Yellow Perch,,bulk,106,111,158,Downstream,,,1930-09-23
Yellow Perch,,9,82,88,63.5,Downstream,,,1930-09-23
Yellow Perch,,1,115,120,17,Downstream,,,1930-09-23
Yellow Perch,,2,106,111,26.4,Downstream,,,1930-09-23
Yellow Perch,,12,63,67,31,Downstream,,,1930-09-23
Yellow Perch,,21,93,98,141.3,Downstream,,,1930-09-23
Yellow Perch,,26,65,69,80,Downstream,,,1930-09-23
Yellow Perch,,25,75,79,168.1,Downstream,,,1930-09-23
Yellow Perch,,13,93,97,93.8,Downstream,,,1930-09-23
Yellow Perch,,8,83,88,56.2,Downstream,,,1930-09-23
Yellow Perch,,4,65,69,15.2,Downstream,,,1930-09-23
Yellow Perch,,bulk,112,119,106,Downstream,,,1930-09-23
Yellow Perch,,bulk,84,89,135.4,Downstream,,,1930-09-23
Yellow Perch,,bulk,96,101,156.8,Downstream,,,1930-09-23
Yellow Perch,,1,137,144,24.9,Downstream,,,1930-09-23
Yellow Perch,,bulk,86,92,134.3,Downstream,,,1930-09-23
Yellow Perch,,bulk,98,103,107.4,Downstream,,,1930-09-23
Yellow Perch,,bulk,100,105,223.9,Downstream,,,1930-09-23
Yellow Perch,,bulk,100,106,341.1,Downstream,,,1930-09-23
Yellow Perch,,bulk,92,96,313.6,Downstream,,,1930-09-23
Yellow Perch,,bulk,80,85,131.6,Downstream,,,1930-09-23
Yellow Perch,,bulk,103,109,300.3,Downstream,,,1930-09-23
Yellow Perch,,bulk,105,110,180.8,Downstream,,,1930-09-23
Yellow Perch,,10,104,107,90.5,Downstream,,,1930-09-23
Yellow Perch,,bulk,90,95,69.3,Downstream,,,1930-09-23
Yellow Perch,,bulk,85,90,198.2,Downstream,,,1930-09-23
Yellow Perch,,1,85,89,67.2,Downstream,,,1930-09-23
Yellow Perch,,1,150,157,233.6,Downstream,,,1930-09-23
Yellow Perch,,4,133,140,69.6,Downstream,,,1930-09-23
Yellow Perch,,1,132,140,21.8,Downstream,,,1930-09-23
Yellow Perch,,1,61,65,2.4,Downstream,,,1930-09-23
Yellow Perch,,bulk,85,90,149.6,Downstream,,,1930-09-23
Yellow Perch,,bulk,90,95,180.9,Downstream,,,1930-09-23
Yellow Perch,,bulk,107,114,228.7,Downstream,,,1930-09-23
Yellow Perch,,bulk,104,109,86.1,Downstream,,,1930-09-23
Yellow Perch,,bulk,79,82,202.4,Downstream,,,1930-09-23
Yellow Perch,,bulk,102,108,88.8,Downstream,,,1930-09-23
Yellow Perch,,1,121,128,20.6,Downstream,,,1930-09-23
Yellow Perch,,bulk,85,89,106.9,Downstream,,,1930-09-23
Yellow Perch,,3,64,67,10,Downstream,,,1930-09-23
Yellow Perch,,1,58,62,2,Downstream,,,1930-09-23
Yellow Perch,,10,63,68,28.6,Downstream,,,1930-09-23
Yellow Perch,,8,83,88,61.8,Downstream,,,1930-09-23
Yellow Perch,,7,82,87,50.8,Downstream,,,1930-09-23
Yellow Perch,,1,93,97,9.4,Downstream,,,1930-09-23
Common Shiner,,1,148,162,36.6,Upstream,,,1930-09-23
Common Shiner,,1,90,100,7.5,Upstream,,,1930-09-23
Common Shiner,,1,92,102,8.7,Upstream,,,1930-09-23
Common Shiner,,1,83,91,5.2,Upstream,,,1930-09-23
Common Shiner,,1,91,101,8.9,Upstream,,,1930-09-23
Common Shiner,,1,97,107,8.9,Upstream,,,1930-09-23
Common Shiner,,1,85,95,5.7,Upstream,,1,1930-09-23
Creek Chub,,1,96,103,8.4,Upstream,,,1930-09-23
Pumpkinseed,,1,57,60,3,Upstream,,,1930-09-23
Yellow Perch,,1,85,90,7.1,Upstream,,,1930-09-23
Yellow Perch,,1,90,95,6.8,Upstream,,,1930-09-23
Yellow Perch,,1,93,97,7.9,Upstream,,,1930-09-23
Yellow Perch,,1,67,70,2.9,Upstream,,,1930-09-23
Brook Trout,,1,136,144,20.8,Downstream,,,2001-10-23
Cisco,,1,106,119,10,Downstream,,,2001-10-23
Common Shiner,,bulk,82,88,58.1,Downstream,,,2001-10-23
Common Shiner,,3,93,105,24.9,Downstream,,,2001-10-23
Common Shiner,,1,85,95,6,Downstream,,,2001-10-23
Common Shiner,,1,65,72,2.3,Downstream,,,2001-10-23
Common Shiner,,1,85,95,5.8,Downstream,,,2001-10-23
Common Shiner,,1,85,94,5.9,Downstream,,,2001-10-23
Common Shiner,,5,92,102,39.5,Downstream,,,2001-10-23
Common Shiner,,3,115,127,40.3,Downstream,,,2001-10-23
Common Shiner,,7,67,73,21.9,Downstream,,,2001-10-23
Common Shiner,,1,110,121,12.1,Downstream,,,2001-10-23
Common Shiner,,1,98,107,10.9,Downstream,,,2001-10-23
Common Shiner,,1,100,111,11,Downstream,,,2001-10-23
Common Shiner,,1,93,102,6.1,Downstream,,,2001-10-23
Common Shiner,,1,112,122,13.7,Downstream,,,2001-10-23
Common Shiner,,10,91,101,93.6,Downstream,,,2001-10-23
Common Shiner,,10,70,77,35.4,Downstream,,,2001-10-23
Common Shiner,,5,95,105,40.6,Downstream,,,2001-10-23
Common Shiner,,1,75,81,3.4,Downstream,,,2001-10-23
Creek Chub,,1,82,88,5.2,Downstream,,,2001-10-23
Creek Chub,,1,73,80,2.7,Downstream,,,2001-10-23
Creek Chub,,2,93,100,14.4,Downstream,,,2001-10-23
Creek Chub,,1,76,83,6.1,Downstream,,,2001-10-23
Creek Chub,,1,180,188,60,Downstream,,1,2001-10-23
Creek Chub,,15,95,100,115.2,Downstream,,,2001-10-23
Creek Chub,,1,82,89,5.3,Downstream,,,2001-10-23
Creek Chub,,1,134,143,24.8,Downstream,,,2001-10-23
Creek Chub,,1,112,120,14.8,Downstream,,,2001-10-23
Creek Chub,,1,115,123,15.9,Downstream,,,2001-10-23
Creek Chub,,7,73,80,50.8,Downstream,,,2001-10-23
Creek Chub,,1,110,118,12.2,Downstream,,,2001-10-23
Creek Chub,,2,96,103,17,Downstream,,,2001-10-23
Creek Chub,,1,80,87,5.7,Downstream,,,2001-10-23
Golden Shiner,,12,90,99,106.3,Downstream,,,2001-10-23
Golden Shiner,,8,96,105,85.6,Downstream,,,2001-10-23
Golden Shiner,,10,94,104,91.5,Downstream,,,2001-10-23
Golden Shiner,,1,110,120,14.3,Downstream,,,2001-10-23
Golden Shiner,,4,115,127,61,Downstream,,,2001-10-23
Golden Shiner,,5,95,106,51.4,Downstream,,,2001-10-23
Golden Shiner,,6,93,101,54.5,Downstream,,,2001-10-23
Golden Shiner,,1,121,134,20,Downstream,,,2001-10-23
Golden Shiner,,5,110,120,72.2,Downstream,,,2001-10-23
Golden Shiner,,1,110,122,16.6,Downstream,,,2001-10-23
Golden Shiner,,6,89,97,43.3,Downstream,,,2001-10-23
Golden Shiner,,2,77,86,9.8,Downstream,,,2001-10-23
Golden Shiner,,1,84,97,6.2,Downstream,,,2001-10-23
Golden Shiner,,2,95,106,19.5,Downstream,,,2001-10-23
Golden Shiner,,1,68,77,2.6,Downstream,,,2001-10-23
Golden Shiner,,9,85,94,72.8,Downstream,,,2001-10-23
Golden Shiner,,14,98,109,166.4,Downstream,,,2001-10-23
Golden Shiner,,8,90,99,64.2,Downstream,,,2001-10-23
Golden Shiner,,12,94,105,127.5,Downstream,,,2001-10-23
Golden Shiner,,12,100,111,135.6,Downstream,,,2001-10-23
Golden Shiner,,1,110,122,13.9,Downstream,,,2001-10-23
Golden Shiner,,9,86,97,75.2,Downstream,,,2001-10-23
Golden Shiner,,1,116,128,19.4,Downstream,,,2001-10-23
Golden Shiner,,1,110,122,14.7,Downstream,,,2001-10-23
Golden Shiner,,6,97,108,54.4,Downstream,,,2001-10-23
Golden Shiner,,1,85,94,7.4,Downstream,,,2001-10-23
Golden Shiner,,19,105,116,189.9,Downstream,,,2001-10-23
Golden Shiner,,7,96,104,67.1,Downstream,,,2001-10-23
Golden Shiner,,5,91,100,49,Downstream,,,2001-10-23
Golden Shiner,,1,93,104,8.1,Downstream,,,2001-10-23
Golden Shiner,,1,96,107,8.9,Downstream,,,2001-10-23
Golden Shiner,,1,93,101,8.7,Downstream,,,2001-10-23
Golden Shiner,,1,97,107,9.8,Downstream,,,2001-10-23
Golden Shiner,,1,85,93,6,Downstream,,,2001-10-23
Northern Pearl Dace,,1,113,120,13.1,Downstream,,,2001-10-23
Northern Pearl Dace,,1,87,94,5.8,Downstream,,,2001-10-23
Northern Pearl Dace,,1,80,86,4.1,Downstream,,,2001-10-23
Northern Pearl Dace,,3,110,117,35.4,Downstream,,,2001-10-23
Northern Pearl Dace,,2,86,93,12,Downstream,,,2001-10-23
Northern Pearl Dace,,1,94,101,8.2,Downstream,,,2001-10-23
Northern Pearl Dace,,2,110,117,26.7,Downstream,,,2001-10-23
Northern Pearl Dace,,1,115,124,17,Downstream,,,2001-10-23
Northern Pearl Dace,,1,96,103,10.9,Downstream,,,2001-10-23
Northern Pearl Dace,,1,80,86,5.2,Downstream,,,2001-10-23
Pumpkinseed,,13,60,64,45.3,Downstream,,,2001-10-23
Pumpkinseed,,1,92,98,15.1,Downstream,,,2001-10-23
Pumpkinseed,,1,68,72,5.7,Downstream,,,2001-10-23
Pumpkinseed,,4,90,94,56.9,Downstream,,,2001-10-23
Pumpkinseed,,3,102,107,79,Downstream,,,2001-10-23
Pumpkinseed,,13,60,63,44.4,Downstream,,,2001-10-23
Pumpkinseed,,1,55,58,2.7,Downstream,,,2001-10-23
Pumpkinseed,,1,110,115,21.9,Downstream,,,2001-10-23
Pumpkinseed,,8,66,70,39,Downstream,,,2001-10-23
Pumpkinseed,,1,57,61,"2,6",Downstream,,,2001-10-23
Smallmouth bass,CR5-023-SMB-3,1,106,111,17.8,Downstream,,,2001-10-23
Smallmouth bass,,1,68,72,4.6,Downstream,,,2001-10-23
Smallmouth bass,,1,105,110,15.2,Downstream,,,2001-10-23
Smallmouth bass,,1,70,75,5.2,Downstream,,,2001-10-23
Smallmouth bass,,1,70,74,4.1,Downstream,,,2001-10-23
White Sucker,,1,95,101,9.5,Downstream,,,2001-10-23
White Sucker,,1,207,217,90.7,Downstream,,,2001-10-23
White Sucker,,1,162,173,48.4,Downstream,,,2001-10-23
White Sucker,,5,86,91,30,Downstream,,,2001-10-23
White Sucker,,1,98,104,9.4,Downstream,,,2001-10-23
White Sucker,,1,185,197,69.1,Downstream,,,2001-10-23
White Sucker,,1,185,197,68.5,Downstream,,,2001-10-23
White Sucker,,1,85,90,4.9,Downstream,,,2001-10-23
White Sucker,,6,156,166,195.5,Downstream,,,2001-10-23
White Sucker,,1,193,205,79.7,Downstream,,,2001-10-23
White Sucker,,5,140,151,147.7,Downstream,,,2001-10-23
White Sucker,,1,168,178,50,Downstream,,,2001-10-23
White Sucker,,9,90,96,61.1,Downstream,,,2001-10-23
White Sucker,,1,125,134,17.6,Downstream,,,2001-10-23
White Sucker,,1,121,131,21.6,Downstream,,,2001-10-23
White Sucker,,1,80,85,5.9,Downstream,,,2001-10-23
Yellow Perch,,bulk,60,64,205.1,Downstream,,,2001-10-23
Yellow Perch,,bulk,65,69,210,Downstream,,,2001-10-23
Yellow Perch,,bulk,63,67,182.9,Downstream,,,2001-10-23
Yellow Perch,,bulk,65,69,178.6,Downstream,,,2001-10-23
Yellow Perch,,1,58,62,1.6,Downstream,,,2001-10-23
Yellow Perch,,1,84,88,6.4,Downstream,,,2001-10-23
Yellow Perch,,bulk,85,89,146.8,Downstream,,,2001-10-23
Yellow Perch,,bulk,85,89,177.5,Downstream,,,2001-10-23
Yellow Perch,,bulk,95,100,169.5,Downstream,,,2001-10-23
Yellow Perch,,bulk,78,83,86.6,Downstream,,,2001-10-23
Yellow Perch,,4,88,93,25.5,Downstream,,,2001-10-23
Yellow Perch,CR5-023-YP-6,1,142,148,29.4,Downstream,,,2001-10-23
Yellow Perch,,bulk,117,122,94.6,Downstream,,,2001-10-23
Yellow Perch,,bulk,100,105,134.7,Downstream,,,2001-10-23
Yellow Perch,,1,87,92,7.4,Downstream,,,2001-10-23
Yellow Perch,,bulk,58,62,63,Downstream,,,2001-10-23
Yellow Perch,,bulk,65,68,121.3,Downstream,,,2001-10-23
Yellow Perch,,bulk,68,73,250.9,Downstream,,,2001-10-23
Yellow Perch,,bulk,63,66,120,Downstream,,,2001-10-23
Yellow Perch,,5,63,68,13,Downstream,,,2001-10-23
Yellow Perch,,bulk,90,94,108.9,Downstream,,,2001-10-23
Yellow Perch,,bulk,116,124,198.4,Downstream,,,2001-10-23
Yellow Perch,,bulk,83,87,274.6,Downstream,,,2001-10-23
Yellow Perch,,bulk,88,93,260.1,Downstream,,,2001-10-23
Yellow Perch,,bulk,93,98,90.6,Downstream,,,2001-10-23
Yellow Perch,,1,62,66,1.8,Downstream,,,2001-10-23
Yellow Perch,,bulk,82,87,187.5,Downstream,,,2001-10-23
Yellow Perch,,bulk,80,85,148.7,Downstream,,,2001-10-23
Yellow Perch,,bulk,86,92,244.1,Downstream,,,2001-10-23
Yellow Perch,,bulk,105,111,173.9,Downstream,,,2001-10-23
Yellow Perch,,1,90,95,8.4,Downstream,,,2001-10-23
Brook Trout,,1,135,143,28.2,Upstream,,,2001-10-23
Brook Trout,,1,77,81,3.9,Upstream,,,2001-10-23
Common Shiner,,1,100,112,10,Upstream,,,2001-10-23
Common Shiner,,9,67,74,26,Upstream,,,2001-10-23
Common Shiner,,1,127,139,25.2,Upstream,,,2001-10-23
Common Shiner,,1,135,146,28.6,Upstream,,,2001-10-23
Common Shiner,,1,118,130,20.3,Upstream,,,2001-10-23
Common Shiner,,1,83,92,6.5,Upstream,,,2001-10-23
Common Shiner,,1,101,111,10.5,Upstream,,,2001-10-23
Common Shiner,,4,95,106,30.6,Upstream,,,2001-10-23
Common Shiner,,1,108,119,13.3,Upstream,,,2001-10-23
Common Shiner,,8,87,96,49.1,Upstream,,,2001-10-23
Common Shiner,,1,117,130,20,Upstream,,,2001-10-23
Common Shiner,,1,108,119,13.3,Upstream,,,2001-10-23
Common Shiner,,3,92,102,22.9,Upstream,,,2001-10-23
Common Shiner,,2,94,104,18.2,Upstream,,,2001-10-23
Common Shiner,,10,70,78,36.1,Upstream,,,2001-10-23
Common Shiner,,1,55,62,1.8,Upstream,,,2001-10-23
Common Shiner,,1,72,80,3.9,Upstream,,,2001-10-23
Common Shiner,,1,58,65,1.6,Upstream,,,2001-10-23
Creek Chub,,1,108,117,12.4,Upstream,,,2001-10-23
Creek Chub,,1,120,129,14.8,Upstream,,,2001-10-23
Creek Chub,,1,110,117,13.5,Upstream,,,2001-10-23
Creek Chub,,1,119,127,14.7,Upstream,,,2001-10-23
Creek Chub,,1,85,95,5.5,Upstream,,,2001-10-23
Creek Chub,,1,81,87,4.7,Upstream,,,2001-10-23
Creek Chub,,1,71,77,3.5,Upstream,,,2001-10-23
Creek Chub,,1,122,132,18.3,Upstream,,,2001-10-23
Golden Shiner,,1,107,118,15.8,Upstream,,,2001-10-23
Golden Shiner,,1,100,111,11.5,Upstream,,,2001-10-23
Golden Shiner,,1,90,100,7.1,Upstream,,,2001-10-23
Pumpkinseed,,27,65,69,104.1,Upstream,,,2001-10-23
Pumpkinseed,,4,81,85,41.9,Upstream,,,2001-10-23
White Sucker,,4,77,81,17.2,Upstream,,,2001-10-23
White Sucker,,1,75,80,4.2,Upstream,,,2001-10-23
Yellow Perch,,1,141,147,32.8,Upstream,,,2001-10-23
Yellow Perch,,bulk,64,68,82.1,Upstream,,,2001-10-23
Yellow Perch,,bulk,60,64,42.7,Upstream,,,2001-10-23
Yellow Perch,,1,65,69,2.4,Upstream,,,2001-10-23
Yellow Perch,,14,88,92,85.8,Upstream,,,2001-10-23
Yellow Perch,,1,90,96,8.3,Upstream,,,2001-10-23
Yellow Perch,,6,103,108,66.9,Upstream,,,2001-10-23
Yellow Perch,,4,95,100,38,Upstream,,,2001-10-23
Brook Trout,,1,79,83,3.8,Downstream,,,2002-10-23
Brook Trout,,1,115,123,12.6,Downstream,,,2002-10-23
Brown Bullhead,,1,,175,65.3,Downstream,,,2002-10-23
Common Shiner,,8,95,105,54.3,Downstream,,,2002-10-23
Common Shiner,,1,116,128,16.1,Downstream,,,2002-10-23
Common Shiner,,8,82,91,35.2,Downstream,,,2002-10-23
Common Shiner,,6,98,108,53.9,Downstream,,,2002-10-23
Common Shiner,,1,116,128,15.4,Downstream,,,2002-10-23
Common Shiner,,13,80,87,78.9,Downstream,,,2002-10-23
Common Shiner,,1,121,135,19,Downstream,,,2002-10-23
Common Shiner,,1,87,95,6.7,Downstream,,,2002-10-23
Common Shiner,,1,80,88,4.5,Downstream,,,2002-10-23
Common Shiner,,1,110,120,12.9,Downstream,,,2002-10-23
Common Shiner,,13,83,93,104,Downstream,,,2002-10-23
Common Shiner,,1,69,76,3.3,Downstream,,,2002-10-23
Common Shiner,,9,100,109,76.6,Downstream,,,2002-10-23
Common Shiner,,1,83,92,6,Downstream,,,2002-10-23
Common Shiner,,1,90,100,6,Downstream,,,2002-10-23
Common Shiner,,1,63,70,2.6,Downstream,,,2002-10-23
Common Shiner,,1,138,150,33.5,Downstream,,,2002-10-23
Common Shiner,,3,81,89,19.2,Downstream,,,2002-10-23
Common Shiner,,1,105,116,12.2,Downstream,,,2002-10-23
Common Shiner,,1,95,105,8.9,Downstream,,,2002-10-23
Common Shiner,,1,72,78,2.7,Downstream,,,2002-10-23
Common Shiner,,1,75,84,3.7,Downstream,,,2002-10-23
Common Shiner,,1,100,110,10.9,Downstream,,,2002-10-23
Common Shiner,,1,90,100,8.3,Downstream,,,2002-10-23
Common Shiner,,1,90,99,8,Downstream,,,2002-10-23
Common Shiner,,1,110,120,13.7,Downstream,,,2002-10-23
Creek Chub,,1,126,135,22.4,Downstream,,,2002-10-23
Creek Chub,,1,86,92,6.5,Downstream,,,2002-10-23
Creek Chub,,1,112,117,13.7,Downstream,,,2002-10-23
Creek Chub,,1,95,101,7.9,Downstream,,,2002-10-23
Creek Chub,,5,112,119,75.6,Downstream,,,2002-10-23
Creek Chub,CR5-O23-CC-6,1,94,100,7.2,Downstream,,,2002-10-23
Creek Chub,,9,80,86,56.8,Downstream,,,2002-10-23
Creek Chub,,1,105,112,10.7,Downstream,,,2002-10-23
Creek Chub,,1,120,129,17.4,Downstream,,,2002-10-23
Creek Chub,,1,108,116,12.3,Downstream,,,2002-10-23
Creek Chub,,10,89,96,60.7,Downstream,,,2002-10-23
Creek Chub,,4,83,90,23.7,Downstream,,,2002-10-23
Creek Chub,,1,100,110,10.6,Downstream,,,2002-10-23
Creek Chub,,1,70,81,4.6,Downstream,,,2002-10-23
Creek Chub,,1,135,145,25.7,Downstream,,,2002-10-23
Creek Chub,,6,75,82,24.6,Downstream,,,2002-10-23
Creek Chub,,1,138,147,29.5,Downstream,,,2002-10-23
Creek Chub,,10,98,105,68.2,Downstream,,,2002-10-23
Creek Chub,,2,110,119,30.8,Downstream,,,2002-10-23
Creek Chub,,1,72,78,4.8,Downstream,,,2002-10-23
Creek Chub,,1,97,105,9,Downstream,,,2002-10-23
Creek Chub,,1,90,96,6.7,Downstream,,,2002-10-23
Creek Chub,,1,86,92,6.4,Downstream,,,2002-10-23
Creek Chub,,1,75,80,3.1,Downstream,,,2002-10-23
Creek Chub,,1,103,110,10.8,Downstream,,,2002-10-23
Creek Chub,,1,97,104,9.3,Downstream,,,2002-10-23
Golden Shiner,,1,117,128,20,Downstream,,,2002-10-23
Golden Shiner,,1,118,129,20.9,Downstream,,,2002-10-23
Golden Shiner,,3,108,118,49.3,Downstream,,,2002-10-23
Golden Shiner,,2,110,120,15.6,Downstream,,,2002-10-23
Golden Shiner,,1,101,112,12.8,Downstream,,,2002-10-23
Golden Shiner,,1,96,105,10.3,Downstream,,,2002-10-23
Golden Shiner,,1,84,92,6.7,Downstream,,,2002-10-23
Golden Shiner,,8,88,100,73.6,Downstream,,,2002-10-23
Golden Shiner,,1,105,116,12.1,Downstream,,,2002-10-23
Golden Shiner,,11,97,106,98.5,Downstream,,,2002-10-23
Golden Shiner,,8,86,96,64.7,Downstream,,,2002-10-23
Golden Shiner,,12,87,97,103.4,Downstream,,,2002-10-23
Golden Shiner,,2,90,100,14.8,Downstream,,,2002-10-23
Golden Shiner,,2,95,105,21.3,Downstream,,,2002-10-23
Golden Shiner,,3,80,89,15.7,Downstream,,,2002-10-23
Golden Shiner,,1,106,117,13.8,Downstream,,,2002-10-23
Golden Shiner,,11,95,105,97.7,Downstream,,,2002-10-23
Golden Shiner,,9,97,107,92,Downstream,,,2002-10-23
Golden Shiner,,1,120,131,21.1,Downstream,,,2002-10-23
Golden Shiner,,8,95,107,77.9,Downstream,,,2002-10-23
Golden Shiner,,1,56,64,2.3,Downstream,,,2002-10-23
Golden Shiner,,7,80,94,48.8,Downstream,,,2002-10-23
Golden Shiner,,10,100,110,118.5,Downstream,,,2002-10-23
Golden Shiner,,1,101,112,13.1,Downstream,,,2002-10-23
Golden Shiner,,1,95,105,10,Downstream,,,2002-10-23
Golden Shiner,,4,84,94,30.6,Downstream,,,2002-10-23
Golden Shiner,,1,112,124,16.1,Downstream,,,2002-10-23
Golden Shiner,,1,120,132,21.3,Downstream,,,2002-10-23
Golden Shiner,,16,105,115,151.5,Downstream,,,2002-10-23
Golden Shiner,,8,91,100,57.7,Downstream,,,2002-10-23
Golden Shiner,,1,81,89,6.8,Downstream,,,2002-10-23
Golden Shiner,,1,122,134,22.2,Downstream,,,2002-10-23
Golden Shiner,,7,101,111,83.7,Downstream,,,2002-10-23
Golden Shiner,,1,115,127,17.8,Downstream,,,2002-10-23
Golden Shiner,,4,95,106,40.8,Downstream,,,2002-10-23
Golden Shiner,,1,110,122,14,Downstream,,,2002-10-23
Golden Shiner,,3,100,110,25.5,Downstream,,,2002-10-23
Golden Shiner,,3,102,111,33.5,Downstream,,,2002-10-23
Golden Shiner,,1,110,123,13.7,Downstream,,,2002-10-23
Golden Shiner,,1,86,95,7,Downstream,,,2002-10-23
Golden Shiner,,1,125,138,21.7,Downstream,,,2002-10-23
Golden Shiner,,1,125,138,25.5,Downstream,,,2002-10-23
Golden Shiner,,1,105,116,11.1,Downstream,,,2002-10-23
Golden Shiner,,1,81,92,5.3,Downstream,,,2002-10-23
Golden Shiner,,1,83,90,,Downstream,,,2002-10-23
